# Created by CS-Studio Data Browser
# 
# Start Time : 2026-05-02 17:16:28.027
# End Time   : 2026-05-02 17:46:28.027
# Source     : Plot
# Format     : Default
# 
# Data is in TAB-delimited columns, for import into e.g. Excel.
# The 'Time' column contains values like '2018-02-04 21:58:47.065'.
# In your spreadsheet program, a custom column format like
#     'yyyy-mm-d h:mm:ss.000'
# might be required to show the full timestamp detail.

# Channel: HS1P2K3RP:setCur
# Name   : dep: HS1P2K3RP:setCur
# Archives:
# 
# Channel: HS3P1L4RP:setCur
# Name   : dep: HS3P1L4RP:setCur
# Archives:
# 
# Channel: HS3P2L4RP:setCur
# Name   : dep: HS3P2L4RP:setCur
# Archives:
# 
# Channel: HS1P1K1RP:setCur
# Name   : dep: HS1P1K1RP:setCur
# Archives:
# 
# Channel: AKC05VP
# Name   : dep: AKC05VP
# Archives:
# 
# Channel: AKC06VP
# Name   : dep: AKC06VP
# Archives:
# 
# Channel: AKC10VP
# Name   : dep: AKC10VP
# Archives:
# 
# Channel: AKC11VP
# Name   : dep: AKC11VP
# Archives:
# 
# Channel: AKC12VP
# Name   : dep: AKC12VP
# Archives:
# 
# Channel: AKC13VP
# Name   : dep: AKC13VP
# Archives:
# 
# Channel: bump_i2
# Name   : 0.5 + 0.02·ΣI² path-length proxy
# 
# Channel: bump_abs
# Name   : 1.8 + 0.05·Σ|I| activity proxy
# 
# Channel: bump_common
# Name   : 3.1 + 0.1·common mode current
# 
# Channel: bump_pairbal
# Name   : 4.4 + 0.2·pair balance (K3 vs L4)
# 
# Channel: bump_lrbal
# Name   : 5.7 + 0.2·left-right imbalance
# 
# Channel: HS1P2K3RP:setCur
# Name   : raw HS1P2K3RP:setCur / I1 K3-left (optional)
# Archives:
# 
# Channel: HS3P1L4RP:setCur
# Name   : raw HS3P1L4RP:setCur / I2 L4-1 (optional)
# Archives:
# 
# Channel: HS3P2L4RP:setCur
# Name   : raw HS3P2L4RP:setCur / I3 L4-2 (optional)
# Archives:
# 
# Channel: HS1P1K1RP:setCur
# Name   : raw HS1P1K1RP:setCur / I4 K1/K3? (optional)
# Archives:
# 
# Channel: AKC05VP
# Name   : AKC05VP important original loop/readback
# Archives:
# 
# Channel: AKC06VP
# Name   : AKC06VP important original loop/readback
# Archives:
# 
# Channel: AKC10VP
# Name   : AKC10VP enable optional
# Archives:
# 
# Channel: AKC11VP
# Name   : AKC11VP gain optional
# Archives:
# 
# Channel: AKC12VP
# Name   : AKC12VP reference optional
# Archives:
# 
# Channel: AKC13VP
# Name   : AKC13VP deadband optional
# Archives:
# 

# Time	HS1P2K3RP:setCur Value	HS3P1L4RP:setCur Value	HS3P2L4RP:setCur Value	HS1P1K1RP:setCur Value	AKC05VP Value	AKC06VP Value	AKC10VP Value	AKC11VP Value	AKC12VP Value	AKC13VP Value	bump_i2 Value	bump_abs Value	bump_common Value	bump_pairbal Value	bump_lrbal Value	HS1P2K3RP:setCur Value	HS3P1L4RP:setCur Value	HS3P2L4RP:setCur Value	HS1P1K1RP:setCur Value	AKC05VP Value	AKC06VP Value	AKC10VP Value	AKC11VP Value	AKC12VP Value	AKC13VP Value
2026-05-02 17:34:37.075	0.0640747	0.2376916	-0.0899084	-0.0164244	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640747	0.2376916	-0.0899084	-0.0164244	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:37.078	0.0640747	0.2376889	-0.0899111	-0.0164244	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640747	0.2376889	-0.0899111	-0.0164244	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:37.575	0.0640690	0.2376889	-0.0899111	-0.0164299	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640690	0.2376889	-0.0899111	-0.0164299	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:37.578	0.0640690	0.2376864	-0.0899136	-0.0164299	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640690	0.2376864	-0.0899136	-0.0164299	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:38.075	0.0640637	0.2376864	-0.0899136	-0.0164350	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640637	0.2376864	-0.0899136	-0.0164350	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:38.078	0.0640637	0.2376841	-0.0899159	-0.0164350	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640637	0.2376841	-0.0899159	-0.0164350	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:38.575	0.0640593	0.2376841	-0.0899159	-0.0164350	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640593	0.2376841	-0.0899159	-0.0164350	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:38.578	0.0640593	0.2376822	-0.0899178	-0.0164350	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640593	0.2376822	-0.0899178	-0.0164350	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:38.585	0.0640593	0.2376822	-0.0899178	-0.0164392	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640593	0.2376822	-0.0899178	-0.0164392	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:39.085	0.0640549	0.2376822	-0.0899178	-0.0164435	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640549	0.2376822	-0.0899178	-0.0164435	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:39.088	0.0640549	0.2376803	-0.0899197	-0.0164435	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640549	0.2376803	-0.0899197	-0.0164435	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:39.585	0.0640508	0.2376803	-0.0899197	-0.0164475	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640508	0.2376803	-0.0899197	-0.0164475	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:39.588	0.0640508	0.2376785	-0.0899216	-0.0164475	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640508	0.2376785	-0.0899216	-0.0164475	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:40.085	0.0640468	0.2376785	-0.0899216	-0.0164512	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640468	0.2376785	-0.0899216	-0.0164512	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:40.088	0.0640468	0.2376767	-0.0899233	-0.0164512	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640468	0.2376767	-0.0899233	-0.0164512	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:40.588	0.0640468	0.2376752	-0.0899248	-0.0164512	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640468	0.2376752	-0.0899248	-0.0164512	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:40.595	0.0640434	0.2376752	-0.0899248	-0.0164545	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640434	0.2376752	-0.0899248	-0.0164545	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:49.105	0.0640468	0.2376752	-0.0899248	-0.0164513	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640468	0.2376752	-0.0899248	-0.0164513	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:49.108	0.0640468	0.2376767	-0.0899233	-0.0164513	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640468	0.2376767	-0.0899233	-0.0164513	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:49.608	0.0640468	0.2376782	-0.0899218	-0.0164513	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640468	0.2376782	-0.0899218	-0.0164513	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:49.615	0.0640501	0.2376782	-0.0899218	-0.0164481	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640501	0.2376782	-0.0899218	-0.0164481	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:50.115	0.0640536	0.2376782	-0.0899218	-0.0164447	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640536	0.2376782	-0.0899218	-0.0164447	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:50.118	0.0640536	0.2376797	-0.0899203	-0.0164447	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640536	0.2376797	-0.0899203	-0.0164447	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:50.615	0.0640570	0.2376797	-0.0899203	-0.0164415	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640570	0.2376797	-0.0899203	-0.0164415	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:50.618	0.0640570	0.2376812	-0.0899188	-0.0164415	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640570	0.2376812	-0.0899188	-0.0164415	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:51.115	0.0640606	0.2376812	-0.0899188	-0.0164379	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640606	0.2376812	-0.0899188	-0.0164379	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:51.118	0.0640606	0.2376828	-0.0899172	-0.0164379	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640606	0.2376828	-0.0899172	-0.0164379	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:51.618	0.0640606	0.2376844	-0.0899172	-0.0164379	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640606	0.2376844	-0.0899172	-0.0164379	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:51.625	0.0640644	0.2376844	-0.0899172	-0.0164344	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640644	0.2376844	-0.0899172	-0.0164344	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:51.628	0.0640644	0.2376844	-0.0899156	-0.0164344	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640644	0.2376844	-0.0899156	-0.0164344	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:52.125	0.0640677	0.2376844	-0.0899156	-0.0164311	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640677	0.2376844	-0.0899156	-0.0164311	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:52.128	0.0640677	0.2376859	-0.0899141	-0.0164311	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640677	0.2376859	-0.0899141	-0.0164311	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:54.628	0.0640677	0.2376873	-0.0899127	-0.0164311	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640677	0.2376873	-0.0899127	-0.0164311	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:54.635	0.0640710	0.2376873	-0.0899127	-0.0164279	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640710	0.2376873	-0.0899127	-0.0164279	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:55.135	0.0640745	0.2376873	-0.0899127	-0.0164246	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640745	0.2376873	-0.0899127	-0.0164246	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:55.138	0.0640745	0.2376888	-0.0899112	-0.0164246	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640745	0.2376888	-0.0899112	-0.0164246	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:56.135	0.0640778	0.2376888	-0.0899112	-0.0164214	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640778	0.2376888	-0.0899112	-0.0164214	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:34:56.138	0.0640778	0.2376903	-0.0899097	-0.0164214	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640778	0.2376903	-0.0899097	-0.0164214	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:26.685	0.0640778	0.2376918	-0.0899097	-0.0164214	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640778	0.2376918	-0.0899097	-0.0164214	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:26.695	0.0640778	0.2376918	-0.0899082	-0.0164214	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640778	0.2376918	-0.0899082	-0.0164214	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:26.705	0.0640812	0.2376918	-0.0899082	-0.0164181	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640812	0.2376918	-0.0899082	-0.0164181	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:27.195	0.0640845	0.2376918	-0.0899082	-0.0164149	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640845	0.2376918	-0.0899082	-0.0164149	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:27.195	0.0640845	0.2376932	-0.0899068	-0.0164149	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640845	0.2376932	-0.0899068	-0.0164149	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:27.695	0.0640845	0.2376947	-0.0899053	-0.0164149	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640845	0.2376947	-0.0899053	-0.0164149	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:27.705	0.0640878	0.2376947	-0.0899053	-0.0164117	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640878	0.2376947	-0.0899053	-0.0164117	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:28.195	0.0640913	0.2376947	-0.0899053	-0.0164084	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640913	0.2376947	-0.0899053	-0.0164084	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:28.195	0.0640913	0.2376962	-0.0899038	-0.0164084	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640913	0.2376962	-0.0899038	-0.0164084	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:28.695	0.0640913	0.2376976	-0.0899024	-0.0164084	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640913	0.2376976	-0.0899024	-0.0164084	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:28.705	0.0640946	0.2376976	-0.0899024	-0.0164052	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640946	0.2376976	-0.0899024	-0.0164052	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:32.704	0.0640982	0.2376976	-0.0899024	-0.0164017	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640982	0.2376976	-0.0899024	-0.0164017	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:32.705	0.0640982	0.2376992	-0.0899008	-0.0164017	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640982	0.2376992	-0.0899008	-0.0164017	19.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:32.786	0.0640982	0.2376992	-0.0899008	-0.0164017	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640982	0.2376992	-0.0899008	-0.0164017	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:33.204	0.0641019	0.2376992	-0.0899008	-0.0164017	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0641019	0.2376992	-0.0899008	-0.0164017	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:33.205	0.0641019	0.2377008	-0.0899008	-0.0164017	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0641019	0.2377008	-0.0899008	-0.0164017	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:33.214	0.0641019	0.2377008	-0.0899008	-0.0163982	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0641019	0.2377008	-0.0899008	-0.0163982	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:33.215	0.0641019	0.2377008	-0.0898992	-0.0163982	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0641019	0.2377008	-0.0898992	-0.0163982	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:33.714	0.0641053	0.2377008	-0.0898992	-0.0163949	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0641053	0.2377008	-0.0898992	-0.0163949	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:33.715	0.0641053	0.2377023	-0.0898977	-0.0163949	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0641053	0.2377023	-0.0898977	-0.0163949	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:34.214	0.0641086	0.2377023	-0.0898977	-0.0163917	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0641086	0.2377023	-0.0898977	-0.0163917	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:34.215	0.0641086	0.2377038	-0.0898962	-0.0163917	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0641086	0.2377038	-0.0898962	-0.0163917	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:35.214	0.0641121	0.2377038	-0.0898962	-0.0163883	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0641121	0.2377038	-0.0898962	-0.0163883	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:35.215	0.0641121	0.2377053	-0.0898947	-0.0163883	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0641121	0.2377053	-0.0898947	-0.0163883	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:38.724	0.0641089	0.2377053	-0.0898947	-0.0163914	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0641089	0.2377053	-0.0898947	-0.0163914	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:38.725	0.0641089	0.2377039	-0.0898961	-0.0163914	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0641089	0.2377039	-0.0898961	-0.0163914	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:39.224	0.0641036	0.2377039	-0.0898961	-0.0163965	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0641036	0.2377039	-0.0898961	-0.0163965	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:39.225	0.0641036	0.2377016	-0.0898984	-0.0163965	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0641036	0.2377016	-0.0898984	-0.0163965	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:39.725	0.0641036	0.2376991	-0.0898984	-0.0163965	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0641036	0.2376991	-0.0898984	-0.0163965	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:39.734	0.0640980	0.2376991	-0.0898984	-0.0164019	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640980	0.2376991	-0.0898984	-0.0164019	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:39.735	0.0640980	0.2376991	-0.0899009	-0.0164019	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640980	0.2376991	-0.0899009	-0.0164019	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:40.234	0.0640924	0.2376991	-0.0899009	-0.0164074	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640924	0.2376991	-0.0899009	-0.0164074	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:40.235	0.0640924	0.2376967	-0.0899033	-0.0164074	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640924	0.2376967	-0.0899033	-0.0164074	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:40.734	0.0640865	0.2376967	-0.0899033	-0.0164130	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640865	0.2376967	-0.0899033	-0.0164130	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:40.735	0.0640865	0.2376941	-0.0899059	-0.0164130	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640865	0.2376941	-0.0899059	-0.0164130	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:41.234	0.0640805	0.2376941	-0.0899059	-0.0164188	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640805	0.2376941	-0.0899059	-0.0164188	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:41.235	0.0640805	0.2376915	-0.0899085	-0.0164188	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640805	0.2376915	-0.0899085	-0.0164188	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:41.734	0.0640743	0.2376915	-0.0899085	-0.0164247	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640743	0.2376915	-0.0899085	-0.0164247	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:41.735	0.0640743	0.2376888	-0.0899112	-0.0164247	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640743	0.2376888	-0.0899112	-0.0164247	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:42.244	0.0640677	0.2376888	-0.0899112	-0.0164311	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640677	0.2376888	-0.0899112	-0.0164311	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:42.245	0.0640677	0.2376859	-0.0899141	-0.0164311	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640677	0.2376859	-0.0899141	-0.0164311	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:42.744	0.0640618	0.2376859	-0.0899141	-0.0164368	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640618	0.2376859	-0.0899141	-0.0164368	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
2026-05-02 17:35:42.745	0.0640618	0.2376833	-0.0899167	-0.0164368	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000	0.501	1.82	3.105	4.38	5.782	0.0640618	0.2376833	-0.0899167	-0.0164368	20.000000	-0.700000	1.000000	-0.001000	-2.000000	0.100000
