# Created by CS-Studio Data Browser
# 
# Start Time : 2026-05-02 17:17:10.523
# End Time   : 2026-05-02 17:47:10.524
# Source     : Plot
# Format     : Default
# 
# Data is in TAB-delimited columns, for import into e.g. Excel.
# The 'Time' column contains values like '2018-02-04 21:58:47.065'.
# In your spreadsheet program, a custom column format like
#     'yyyy-mm-d h:mm:ss.000'
# might be required to show the full timestamp detail.

# Channel: TUNEZRP:measX
# Name   : dep: TUNEZRP:measX
# Archives:
# 
# Channel: TUNEZRP:measY
# Name   : dep: TUNEZRP:measY
# Archives:
# 
# Channel: TUNEZRP:measZ
# Name   : dep: TUNEZRP:measZ
# Archives:
# 
# Channel: MCLKHGP:rdFrq499
# Name   : dep: MCLKHGP:rdFrq499
# Archives:
# 
# Channel: MCLKHGP:setFrq499
# Name   : dep: MCLKHGP:setFrq499
# Archives:
# 
# Channel: PAHRP:NRVD:rdVoltCav
# Name   : dep: PAHRP:NRVD:rdVoltCav
# Archives:
# 
# Channel: PAHRP:setVoltCav
# Name   : dep: PAHRP:setVoltCav
# Archives:
# 
# Channel: Q1P1L2RP:setCur
# Name   : dep: Q1P1L2RP:setCur
# Archives:
# 
# Channel: CUM1ZK3RP:rdCur
# Name   : dep: CUM1ZK3RP:rdCur
# Archives:
# 
# Channel: CUM1ZK3RP:rdLt100
# Name   : dep: CUM1ZK3RP:rdLt100
# Archives:
# 
# Channel: TUNEZRP:measX
# Name   : νx absolute
# Archives:
# 
# Channel: TUNEZRP:measY
# Name   : νy absolute
# Archives:
# 
# Channel: TUNEZRP:measZ
# Name   : νs absolute
# Archives:
# 
# Channel: mtune_x
# Name   : 0.8 + 1000·(νx−0.1779)
# 
# Channel: mtune_y
# Name   : 2.0 + 1000·(νy−0.2200)
# 
# Channel: mtune_s
# Name   : 3.2 + 1000·(νs−νs_ref=0)
# 
# Channel: MCLKHGP:rdFrq499
# Name   : RF freq readback
# Archives:
# 
# Channel: MCLKHGP:setFrq499
# Name   : RF freq setpoint
# Archives:
# 
# Channel: PAHRP:NRVD:rdVoltCav
# Name   : cavity voltage readback
# Archives:
# 
# Channel: PAHRP:setVoltCav
# Name   : cavity voltage setpoint
# Archives:
# 
# Channel: Q1P1L2RP:setCur
# Name   : Q1 current
# Archives:
# 
# Channel: CUM1ZK3RP:rdCur
# Name   : beam current
# Archives:
# 

# Time	TUNEZRP:measX Value	TUNEZRP:measY Value	TUNEZRP:measZ Value	MCLKHGP:rdFrq499 Value	MCLKHGP:setFrq499 Value	PAHRP:NRVD:rdVoltCav Value	PAHRP:setVoltCav Value	Q1P1L2RP:setCur Value	CUM1ZK3RP:rdCur Value	CUM1ZK3RP:rdLt100 Value	TUNEZRP:measX Value	TUNEZRP:measY Value	TUNEZRP:measZ Value	mtune_x Value	mtune_y Value	mtune_s Value	MCLKHGP:rdFrq499 Value	MCLKHGP:setFrq499 Value	PAHRP:NRVD:rdVoltCav Value	PAHRP:setVoltCav Value	Q1P1L2RP:setCur Value	CUM1ZK3RP:rdCur Value
2026-05-02 17:33:15.469	1111.92	1588.50	54.88	687.462	687.752	108.90	100.00	21.42313	0.041	0.622	1111.92	1588.50	54.88	1,111,745.9	1,588,284	54,887.2	687.462	687.752	108.90	100.00	21.42313	0.041
2026-05-02 17:33:16.381	1077.17	1588.50	54.88	687.462	687.752	108.90	100.00	21.42313	0.041	0.622	1077.17	1588.50	54.88	1,076,993.9	1,588,284	54,887.2	687.462	687.752	108.90	100.00	21.42313	0.041
2026-05-02 17:33:16.381	1077.17	1385.77	54.88	687.462	687.752	108.90	100.00	21.42313	0.041	0.622	1077.17	1385.77	54.88	1,076,993.9	1,385,553	54,887.2	687.462	687.752	108.90	100.00	21.42313	0.041
2026-05-02 17:33:16.381	1077.17	1385.77	15.65	687.462	687.752	108.90	100.00	21.42313	0.041	0.622	1077.17	1385.77	15.65	1,076,993.9	1,385,553	15,652.2	687.462	687.752	108.90	100.00	21.42313	0.041
2026-05-02 17:33:16.478	1077.17	1385.77	15.65	687.462	687.752	108.90	100.00	21.42313	0.041	0.647	1077.17	1385.77	15.65	1,076,993.9	1,385,553	15,652.2	687.462	687.752	108.90	100.00	21.42313	0.041
2026-05-02 17:33:16.479	1077.17	1385.77	15.65	687.462	687.752	108.90	100.00	21.42313	0.043	0.647	1077.17	1385.77	15.65	1,076,993.9	1,385,553	15,652.2	687.462	687.752	108.90	100.00	21.42313	0.043
2026-05-02 17:33:17.386	1016.57	1385.77	15.65	687.462	687.752	108.90	100.00	21.42313	0.043	0.647	1016.57	1385.77	15.65	1,016,393.9	1,385,553	15,652.2	687.462	687.752	108.90	100.00	21.42313	0.043
2026-05-02 17:33:17.386	1016.57	1353.21	15.65	687.462	687.752	108.90	100.00	21.42313	0.043	0.647	1016.57	1353.21	15.65	1,016,393.9	1,352,990	15,652.2	687.462	687.752	108.90	100.00	21.42313	0.043
2026-05-02 17:33:17.386	1016.57	1353.21	16.87	687.462	687.752	108.90	100.00	21.42313	0.043	0.647	1016.57	1353.21	16.87	1,016,393.9	1,352,990	16,873.2	687.462	687.752	108.90	100.00	21.42313	0.043
2026-05-02 17:33:17.500	1016.57	1353.21	16.87	687.462	687.752	108.90	100.00	21.42313	0.043	0.607	1016.57	1353.21	16.87	1,016,393.9	1,352,990	16,873.2	687.462	687.752	108.90	100.00	21.42313	0.043
2026-05-02 17:33:17.500	1016.57	1353.21	16.87	687.462	687.752	108.90	100.00	21.42313	0.040	0.607	1016.57	1353.21	16.87	1,016,393.9	1,352,990	16,873.2	687.462	687.752	108.90	100.00	21.42313	0.040
2026-05-02 17:33:18.385	1097.17	1353.21	16.87	687.462	687.752	108.90	100.00	21.42313	0.040	0.607	1097.17	1353.21	16.87	1,096,991.9	1,352,990	16,873.2	687.462	687.752	108.90	100.00	21.42313	0.040
2026-05-02 17:33:18.385	1097.17	1392.78	16.87	687.462	687.752	108.90	100.00	21.42313	0.040	0.607	1097.17	1392.78	16.87	1,096,991.9	1,392,564	16,873.2	687.462	687.752	108.90	100.00	21.42313	0.040
2026-05-02 17:33:18.385	1097.17	1392.78	15.94	687.462	687.752	108.90	100.00	21.42313	0.040	0.607	1097.17	1392.78	15.94	1,096,991.9	1,392,564	15,946.2	687.462	687.752	108.90	100.00	21.42313	0.040
2026-05-02 17:33:18.491	1097.17	1392.78	15.94	687.462	687.752	108.90	100.00	21.42313	0.040	0.531	1097.17	1392.78	15.94	1,096,991.9	1,392,564	15,946.2	687.462	687.752	108.90	100.00	21.42313	0.040
2026-05-02 17:33:18.491	1097.17	1392.78	15.94	687.462	687.752	108.90	100.00	21.42313	0.039	0.531	1097.17	1392.78	15.94	1,096,991.9	1,392,564	15,946.2	687.462	687.752	108.90	100.00	21.42313	0.039
2026-05-02 17:33:19.389	1188.30	1392.78	15.94	687.462	687.752	108.90	100.00	21.42313	0.039	0.531	1188.30	1392.78	15.94	1,188,121.9	1,392,564	15,946.2	687.462	687.752	108.90	100.00	21.42313	0.039
2026-05-02 17:33:19.389	1188.30	1511.38	15.94	687.462	687.752	108.90	100.00	21.42313	0.039	0.531	1188.30	1511.38	15.94	1,188,121.9	1,511,161	15,946.2	687.462	687.752	108.90	100.00	21.42313	0.039
2026-05-02 17:33:19.389	1188.30	1511.38	15.00	687.462	687.752	108.90	100.00	21.42313	0.039	0.531	1188.30	1511.38	15.00	1,188,121.9	1,511,161	15,001.2	687.462	687.752	108.90	100.00	21.42313	0.039
2026-05-02 17:33:19.473	1188.30	1511.38	15.00	687.462	687.752	108.90	100.00	21.42313	0.039	0.469	1188.30	1511.38	15.00	1,188,121.9	1,511,161	15,001.2	687.462	687.752	108.90	100.00	21.42313	0.039
2026-05-02 17:33:19.474	1188.30	1511.38	15.00	687.462	687.752	108.90	100.00	21.42313	0.037	0.469	1188.30	1511.38	15.00	1,188,121.9	1,511,161	15,001.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:20.383	1166.84	1511.38	15.00	687.462	687.752	108.90	100.00	21.42313	0.037	0.469	1166.84	1511.38	15.00	1,166,657.9	1,511,161	15,001.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:20.383	1166.84	1440.84	15.00	687.462	687.752	108.90	100.00	21.42313	0.037	0.469	1166.84	1440.84	15.00	1,166,657.9	1,440,625	15,001.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:20.383	1166.84	1440.84	55.63	687.462	687.752	108.90	100.00	21.42313	0.037	0.469	1166.84	1440.84	55.63	1,166,657.9	1,440,625	55,636.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:20.556	1166.84	1440.84	55.63	687.462	687.752	108.90	100.00	21.42313	0.037	0.429	1166.84	1440.84	55.63	1,166,657.9	1,440,625	55,636.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:20.556	1166.84	1440.84	55.63	687.462	687.752	108.90	100.00	21.42313	0.037	0.429	1166.84	1440.84	55.63	1,166,657.9	1,440,625	55,636.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:21.382	1037.70	1440.84	55.63	687.462	687.752	108.90	100.00	21.42313	0.037	0.429	1037.70	1440.84	55.63	1,037,522.9	1,440,625	55,636.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:21.382	1037.70	1579.04	55.63	687.462	687.752	108.90	100.00	21.42313	0.037	0.429	1037.70	1579.04	55.63	1,037,522.9	1,578,820	55,636.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:21.382	1037.70	1579.04	79.21	687.462	687.752	108.90	100.00	21.42313	0.037	0.429	1037.70	1579.04	79.21	1,037,522.9	1,578,820	79,215.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:21.538	1037.70	1579.04	79.21	687.462	687.752	108.90	100.00	21.42313	0.037	0.416	1037.70	1579.04	79.21	1,037,522.9	1,578,820	79,215.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:21.539	1037.70	1579.04	79.21	687.462	687.752	108.90	100.00	21.42313	0.039	0.416	1037.70	1579.04	79.21	1,037,522.9	1,578,820	79,215.2	687.462	687.752	108.90	100.00	21.42313	0.039
2026-05-02 17:33:22.387	1038.76	1579.04	79.21	687.462	687.752	108.90	100.00	21.42313	0.039	0.416	1038.76	1579.04	79.21	1,038,578.9	1,578,820	79,215.2	687.462	687.752	108.90	100.00	21.42313	0.039
2026-05-02 17:33:22.387	1038.76	1621.54	79.21	687.462	687.752	108.90	100.00	21.42313	0.039	0.416	1038.76	1621.54	79.21	1,038,578.9	1,621,321	79,215.2	687.462	687.752	108.90	100.00	21.42313	0.039
2026-05-02 17:33:22.387	1038.76	1621.54	13.23	687.462	687.752	108.90	100.00	21.42313	0.039	0.416	1038.76	1621.54	13.23	1,038,578.9	1,621,321	13,238.2	687.462	687.752	108.90	100.00	21.42313	0.039
2026-05-02 17:33:22.587	1038.76	1621.54	13.23	687.462	687.752	108.90	100.00	21.42313	0.039	0.411	1038.76	1621.54	13.23	1,038,578.9	1,621,321	13,238.2	687.462	687.752	108.90	100.00	21.42313	0.039
2026-05-02 17:33:22.588	1038.76	1621.54	13.23	687.462	687.752	108.90	100.00	21.42313	0.039	0.411	1038.76	1621.54	13.23	1,038,578.9	1,621,321	13,238.2	687.462	687.752	108.90	100.00	21.42313	0.039
2026-05-02 17:33:23.376	1036.04	1621.54	13.23	687.462	687.752	108.90	100.00	21.42313	0.039	0.411	1036.04	1621.54	13.23	1,035,864.9	1,621,321	13,238.2	687.462	687.752	108.90	100.00	21.42313	0.039
2026-05-02 17:33:23.376	1036.04	1397.89	13.23	687.462	687.752	108.90	100.00	21.42313	0.039	0.411	1036.04	1397.89	13.23	1,035,864.9	1,397,669	13,238.2	687.462	687.752	108.90	100.00	21.42313	0.039
2026-05-02 17:33:23.376	1036.04	1397.89	13.50	687.462	687.752	108.90	100.00	21.42313	0.039	0.411	1036.04	1397.89	13.50	1,035,864.9	1,397,669	13,505.2	687.462	687.752	108.90	100.00	21.42313	0.039
2026-05-02 17:33:23.578	1036.04	1397.89	13.50	687.462	687.752	108.90	100.00	21.42313	0.039	0.377	1036.04	1397.89	13.50	1,035,864.9	1,397,669	13,505.2	687.462	687.752	108.90	100.00	21.42313	0.039
2026-05-02 17:33:23.579	1036.04	1397.89	13.50	687.462	687.752	108.90	100.00	21.42313	0.039	0.377	1036.04	1397.89	13.50	1,035,864.9	1,397,669	13,505.2	687.462	687.752	108.90	100.00	21.42313	0.039
2026-05-02 17:33:24.383	1034.44	1397.89	13.50	687.462	687.752	108.90	100.00	21.42313	0.039	0.377	1034.44	1397.89	13.50	1,034,266.9	1,397,669	13,505.2	687.462	687.752	108.90	100.00	21.42313	0.039
2026-05-02 17:33:24.383	1034.44	1460.54	13.50	687.462	687.752	108.90	100.00	21.42313	0.039	0.377	1034.44	1460.54	13.50	1,034,266.9	1,460,319	13,505.2	687.462	687.752	108.90	100.00	21.42313	0.039
2026-05-02 17:33:24.383	1034.44	1460.54	60.01	687.462	687.752	108.90	100.00	21.42313	0.039	0.377	1034.44	1460.54	60.01	1,034,266.9	1,460,319	60,014.2	687.462	687.752	108.90	100.00	21.42313	0.039
2026-05-02 17:33:24.614	1034.44	1460.54	60.01	687.462	687.752	108.90	100.00	21.42313	0.039	0.353	1034.44	1460.54	60.01	1,034,266.9	1,460,319	60,014.2	687.462	687.752	108.90	100.00	21.42313	0.039
2026-05-02 17:33:24.615	1034.44	1460.54	60.01	687.462	687.752	108.90	100.00	21.42313	0.039	0.353	1034.44	1460.54	60.01	1,034,266.9	1,460,319	60,014.2	687.462	687.752	108.90	100.00	21.42313	0.039
2026-05-02 17:33:25.386	1035.76	1460.54	60.01	687.462	687.752	108.90	100.00	21.42313	0.039	0.353	1035.76	1460.54	60.01	1,035,586.9	1,460,319	60,014.2	687.462	687.752	108.90	100.00	21.42313	0.039
2026-05-02 17:33:25.386	1035.76	1472.78	60.01	687.462	687.752	108.90	100.00	21.42313	0.039	0.353	1035.76	1472.78	60.01	1,035,586.9	1,472,560	60,014.2	687.462	687.752	108.90	100.00	21.42313	0.039
2026-05-02 17:33:25.386	1035.76	1472.78	55.70	687.462	687.752	108.90	100.00	21.42313	0.039	0.353	1035.76	1472.78	55.70	1,035,586.9	1,472,560	55,700.2	687.462	687.752	108.90	100.00	21.42313	0.039
2026-05-02 17:33:25.592	1035.76	1472.78	55.70	687.462	687.752	108.90	100.00	21.42313	0.039	0.331	1035.76	1472.78	55.70	1,035,586.9	1,472,560	55,700.2	687.462	687.752	108.90	100.00	21.42313	0.039
2026-05-02 17:33:25.593	1035.76	1472.78	55.70	687.462	687.752	108.90	100.00	21.42313	0.037	0.331	1035.76	1472.78	55.70	1,035,586.9	1,472,560	55,700.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:26.393	1009.50	1472.78	55.70	687.462	687.752	108.90	100.00	21.42313	0.037	0.331	1009.50	1472.78	55.70	1,009,319.9	1,472,560	55,700.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:26.393	1009.50	1493.79	55.70	687.462	687.752	108.90	100.00	21.42313	0.037	0.331	1009.50	1493.79	55.70	1,009,319.9	1,493,572	55,700.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:26.393	1009.50	1493.79	59.40	687.462	687.752	108.90	100.00	21.42313	0.037	0.331	1009.50	1493.79	59.40	1,009,319.9	1,493,572	59,404.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:26.583	1009.50	1493.79	59.40	687.462	687.752	108.90	100.00	21.42313	0.037	0.347	1009.50	1493.79	59.40	1,009,319.9	1,493,572	59,404.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:26.583	1009.50	1493.79	59.40	687.462	687.752	108.90	100.00	21.42313	0.042	0.347	1009.50	1493.79	59.40	1,009,319.9	1,493,572	59,404.2	687.462	687.752	108.90	100.00	21.42313	0.042
2026-05-02 17:33:27.385	1018.13	1493.79	59.40	687.462	687.752	108.90	100.00	21.42313	0.042	0.347	1018.13	1493.79	59.40	1,017,948.9	1,493,572	59,404.2	687.462	687.752	108.90	100.00	21.42313	0.042
2026-05-02 17:33:27.385	1018.13	1358.14	59.40	687.462	687.752	108.90	100.00	21.42313	0.042	0.347	1018.13	1358.14	59.40	1,017,948.9	1,357,923	59,404.2	687.462	687.752	108.90	100.00	21.42313	0.042
2026-05-02 17:33:27.385	1018.13	1358.14	58.84	687.462	687.752	108.90	100.00	21.42313	0.042	0.347	1018.13	1358.14	58.84	1,017,948.9	1,357,923	58,846.2	687.462	687.752	108.90	100.00	21.42313	0.042
2026-05-02 17:33:27.547	1018.13	1358.14	58.84	687.462	687.752	108.90	100.00	21.42313	0.042	0.361	1018.13	1358.14	58.84	1,017,948.9	1,357,923	58,846.2	687.462	687.752	108.90	100.00	21.42313	0.042
2026-05-02 17:33:27.547	1018.13	1358.14	58.84	687.462	687.752	108.90	100.00	21.42313	0.040	0.361	1018.13	1358.14	58.84	1,017,948.9	1,357,923	58,846.2	687.462	687.752	108.90	100.00	21.42313	0.040
2026-05-02 17:33:28.388	1013.86	1358.14	58.84	687.462	687.752	108.90	100.00	21.42313	0.040	0.361	1013.86	1358.14	58.84	1,013,677.9	1,357,923	58,846.2	687.462	687.752	108.90	100.00	21.42313	0.040
2026-05-02 17:33:28.388	1013.86	1596.08	58.84	687.462	687.752	108.90	100.00	21.42313	0.040	0.361	1013.86	1596.08	58.84	1,013,677.9	1,595,858	58,846.2	687.462	687.752	108.90	100.00	21.42313	0.040
2026-05-02 17:33:28.388	1013.86	1596.08	58.86	687.462	687.752	108.90	100.00	21.42313	0.040	0.361	1013.86	1596.08	58.86	1,013,677.9	1,595,858	58,862.2	687.462	687.752	108.90	100.00	21.42313	0.040
2026-05-02 17:33:28.576	1013.86	1596.08	58.86	687.462	687.752	108.90	100.00	21.42313	0.040	0.358	1013.86	1596.08	58.86	1,013,677.9	1,595,858	58,862.2	687.462	687.752	108.90	100.00	21.42313	0.040
2026-05-02 17:33:28.577	1013.86	1596.08	58.86	687.462	687.752	108.90	100.00	21.42313	0.038	0.358	1013.86	1596.08	58.86	1,013,677.9	1,595,858	58,862.2	687.462	687.752	108.90	100.00	21.42313	0.038
2026-05-02 17:33:29.387	1105.79	1596.08	58.86	687.462	687.752	108.90	100.00	21.42313	0.038	0.358	1105.79	1596.08	58.86	1,105,614.9	1,595,858	58,862.2	687.462	687.752	108.90	100.00	21.42313	0.038
2026-05-02 17:33:29.387	1105.79	1590.51	58.86	687.462	687.752	108.90	100.00	21.42313	0.038	0.358	1105.79	1590.51	58.86	1,105,614.9	1,590,290	58,862.2	687.462	687.752	108.90	100.00	21.42313	0.038
2026-05-02 17:33:29.387	1105.79	1590.51	76.35	687.462	687.752	108.90	100.00	21.42313	0.038	0.358	1105.79	1590.51	76.35	1,105,614.9	1,590,290	76,357.2	687.462	687.752	108.90	100.00	21.42313	0.038
2026-05-02 17:33:29.578	1105.79	1590.51	76.35	687.462	687.752	108.90	100.00	21.42313	0.038	0.327	1105.79	1590.51	76.35	1,105,614.9	1,590,290	76,357.2	687.462	687.752	108.90	100.00	21.42313	0.038
2026-05-02 17:33:29.578	1105.79	1590.51	76.35	687.462	687.752	108.90	100.00	21.42313	0.037	0.327	1105.79	1590.51	76.35	1,105,614.9	1,590,290	76,357.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:30.391	1048.56	1590.51	76.35	687.462	687.752	108.90	100.00	21.42313	0.037	0.327	1048.56	1590.51	76.35	1,048,386.9	1,590,290	76,357.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:30.391	1048.56	1575.55	76.35	687.462	687.752	108.90	100.00	21.42313	0.037	0.327	1048.56	1575.55	76.35	1,048,386.9	1,575,328	76,357.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:30.391	1048.56	1575.55	80.80	687.462	687.752	108.90	100.00	21.42313	0.037	0.327	1048.56	1575.55	80.80	1,048,386.9	1,575,328	80,798.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:30.578	1048.56	1575.55	80.80	687.462	687.752	108.90	100.00	21.42313	0.037	0.317	1048.56	1575.55	80.80	1,048,386.9	1,575,328	80,798.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:30.579	1048.56	1575.55	80.80	687.462	687.752	108.90	100.00	21.42313	0.038	0.317	1048.56	1575.55	80.80	1,048,386.9	1,575,328	80,798.2	687.462	687.752	108.90	100.00	21.42313	0.038
2026-05-02 17:33:31.395	1034.79	1575.55	80.80	687.462	687.752	108.90	100.00	21.42313	0.038	0.317	1034.79	1575.55	80.80	1,034,610.9	1,575,328	80,798.2	687.462	687.752	108.90	100.00	21.42313	0.038
2026-05-02 17:33:31.395	1034.79	1604.35	80.80	687.462	687.752	108.90	100.00	21.42313	0.038	0.317	1034.79	1604.35	80.80	1,034,610.9	1,604,136	80,798.2	687.462	687.752	108.90	100.00	21.42313	0.038
2026-05-02 17:33:31.395	1034.79	1604.35	54.73	687.462	687.752	108.90	100.00	21.42313	0.038	0.317	1034.79	1604.35	54.73	1,034,610.9	1,604,136	54,738.2	687.462	687.752	108.90	100.00	21.42313	0.038
2026-05-02 17:33:31.580	1034.79	1604.35	54.73	687.462	687.752	108.90	100.00	21.42313	0.038	0.302	1034.79	1604.35	54.73	1,034,610.9	1,604,136	54,738.2	687.462	687.752	108.90	100.00	21.42313	0.038
2026-05-02 17:33:31.581	1034.79	1604.35	54.73	687.462	687.752	108.90	100.00	21.42313	0.037	0.302	1034.79	1604.35	54.73	1,034,610.9	1,604,136	54,738.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:32.388	1141.97	1604.35	54.73	687.462	687.752	108.90	100.00	21.42313	0.037	0.302	1141.97	1604.35	54.73	1,141,789.9	1,604,136	54,738.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:32.389	1141.97	1361.24	54.73	687.462	687.752	108.90	100.00	21.42313	0.037	0.302	1141.97	1361.24	54.73	1,141,789.9	1,361,026	54,738.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:32.389	1141.97	1361.24	55.08	687.462	687.752	108.90	100.00	21.42313	0.037	0.302	1141.97	1361.24	55.08	1,141,789.9	1,361,026	55,080.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:32.582	1141.97	1361.24	55.08	687.462	687.752	108.90	100.00	21.42313	0.037	0.293	1141.97	1361.24	55.08	1,141,789.9	1,361,026	55,080.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:32.583	1141.97	1361.24	55.08	687.462	687.752	108.90	100.00	21.42313	0.038	0.293	1141.97	1361.24	55.08	1,141,789.9	1,361,026	55,080.2	687.462	687.752	108.90	100.00	21.42313	0.038
2026-05-02 17:33:33.380	1094.05	1361.24	55.08	687.462	687.752	108.90	100.00	21.42313	0.038	0.293	1094.05	1361.24	55.08	1,093,869.9	1,361,026	55,080.2	687.462	687.752	108.90	100.00	21.42313	0.038
2026-05-02 17:33:33.380	1094.05	1585.92	55.08	687.462	687.752	108.90	100.00	21.42313	0.038	0.293	1094.05	1585.92	55.08	1,093,869.9	1,585,706	55,080.2	687.462	687.752	108.90	100.00	21.42313	0.038
2026-05-02 17:33:33.380	1094.05	1585.92	101.22	687.462	687.752	108.90	100.00	21.42313	0.038	0.293	1094.05	1585.92	101.22	1,093,869.9	1,585,706	101,220.2	687.462	687.752	108.90	100.00	21.42313	0.038
2026-05-02 17:33:33.604	1094.05	1585.92	101.22	687.462	687.752	108.90	100.00	21.42313	0.038	0.288	1094.05	1585.92	101.22	1,093,869.9	1,585,706	101,220.2	687.462	687.752	108.90	100.00	21.42313	0.038
2026-05-02 17:33:33.604	1094.05	1585.92	101.22	687.462	687.752	108.90	100.00	21.42313	0.037	0.288	1094.05	1585.92	101.22	1,093,869.9	1,585,706	101,220.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:34.387	1147.92	1585.92	101.22	687.462	687.752	108.90	100.00	21.42313	0.037	0.288	1147.92	1585.92	101.22	1,147,740.9	1,585,706	101,220.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:34.387	1147.92	1442.85	101.22	687.462	687.752	108.90	100.00	21.42313	0.037	0.288	1147.92	1442.85	101.22	1,147,740.9	1,442,628	101,220.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:34.387	1147.92	1442.85	58.02	687.462	687.752	108.90	100.00	21.42313	0.037	0.288	1147.92	1442.85	58.02	1,147,740.9	1,442,628	58,027.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:34.544	1147.92	1442.85	58.02	687.462	687.752	108.90	100.00	21.42313	0.037	0.271	1147.92	1442.85	58.02	1,147,740.9	1,442,628	58,027.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:34.545	1147.92	1442.85	58.02	687.462	687.752	108.90	100.00	21.42313	0.033	0.271	1147.92	1442.85	58.02	1,147,740.9	1,442,628	58,027.2	687.462	687.752	108.90	100.00	21.42313	0.033
2026-05-02 17:33:35.389	1139.40	1442.85	58.02	687.462	687.752	108.90	100.00	21.42313	0.033	0.271	1139.40	1442.85	58.02	1,139,227.9	1,442,628	58,027.2	687.462	687.752	108.90	100.00	21.42313	0.033
2026-05-02 17:33:35.389	1139.40	1569.13	58.02	687.462	687.752	108.90	100.00	21.42313	0.033	0.271	1139.40	1569.13	58.02	1,139,227.9	1,568,917	58,027.2	687.462	687.752	108.90	100.00	21.42313	0.033
2026-05-02 17:33:35.389	1139.40	1569.13	59.27	687.462	687.752	108.90	100.00	21.42313	0.033	0.271	1139.40	1569.13	59.27	1,139,227.9	1,568,917	59,269.2	687.462	687.752	108.90	100.00	21.42313	0.033
2026-05-02 17:33:35.596	1139.40	1569.13	59.27	687.462	687.752	108.90	100.00	21.42313	0.033	0.255	1139.40	1569.13	59.27	1,139,227.9	1,568,917	59,269.2	687.462	687.752	108.90	100.00	21.42313	0.033
2026-05-02 17:33:35.596	1139.40	1569.13	59.27	687.462	687.752	108.90	100.00	21.42313	0.037	0.255	1139.40	1569.13	59.27	1,139,227.9	1,568,917	59,269.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:36.385	1141.39	1569.13	59.27	687.462	687.752	108.90	100.00	21.42313	0.037	0.255	1141.39	1569.13	59.27	1,141,216.9	1,568,917	59,269.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:36.385	1141.39	1605.58	59.27	687.462	687.752	108.90	100.00	21.42313	0.037	0.255	1141.39	1605.58	59.27	1,141,216.9	1,605,359	59,269.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:36.385	1141.39	1605.58	59.39	687.462	687.752	108.90	100.00	21.42313	0.037	0.255	1141.39	1605.58	59.39	1,141,216.9	1,605,359	59,392.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:36.578	1141.39	1605.58	59.39	687.462	687.752	108.90	100.00	21.42313	0.037	0.245	1141.39	1605.58	59.39	1,141,216.9	1,605,359	59,392.2	687.462	687.752	108.90	100.00	21.42313	0.037
2026-05-02 17:33:36.578	1141.39	1605.58	59.39	687.462	687.752	108.90	100.00	21.42313	0.038	0.245	1141.39	1605.58	59.39	1,141,216.9	1,605,359	59,392.2	687.462	687.752	108.90	100.00	21.42313	0.038
